Reviews,Sentiment,NormalizedReviews
but naiki must be hidden... as its sad,0.0,but naiki must be hidden... as its sad
right hand say donate karo to left hand ko pata na chalay.,-1.0,right hand say donate karo to left hand ko pata ny chalay.
ghutyaa sawal ke baad ghutyaa performance,-1.0,ghutyaa sawal ke baad ghutyaa performance
afridi ...ab too patli gali se nikal le ...apni shakal nahen dekhana...media ko,-1.0,afridi ...ab too patli gaali se nikal lye ...apni shakal nahen dekhana...media ko
tuje sherem ani chahyeh .egeret ahmed shezad or umer khatmal tere chamchay hain,1.0,tuje sherem ani chahyeh .egeret ahmed shezad aur umer khatmal tere chamchay hy
150 bacho ko uae le ja k ehsan nahi ker rehe tumye kisi ka project tha tune  bas apna nam show kia,-1.0,150 bacho ko uae lye ja k ehsan nahi kr rhy tumye kisi ka project tha tune  bas apna nam show kia
player ....#1 run bama kr out...wah keya karkardgi thee....gharoor ka sar neechaaa... bhai ab retire ho,1.0,player ....#1 run bama kr out...wah kya karkardgi thee....gharoor ka saraha neechaaa... bhai ab retire ho
"haar rupees ke charity,,,,croron rupee ka ghuplaaa",-1.0,"har rupees ke charity,,,,croron rupee ka ghuplaaa"
gharrooor ka saaar neeechaaa....es ko team se ni9kaalooo sale ko,-1.0,gharrooor ka saaar neeechaaa....is ko team se ni9kaalooo sale ko
garoor ka sar neechaa...inshallah ab too retire ho jaa,-1.0,garoor ka saraha neechaa...inshallah ab too retire ho ja
"pr media acha kam kabhi nhi dekhai ga alway,s negative new,s",-1.0,"pr media acha kaam kabhi nhi dekhai ga alway,s negative new,s"
munga da khyber zalmi pakhto za munga shan de.,0.0,munga dain khyber zalmi pakhto za munga shaan dain.
munga pakhtana yo pa watan mo zaan qurban,0.0,munga pakhtana yo pa watan mo zaan qurban
hm pe aik ehsaan krna k ab match na khelna,-1.0,hum pe aik ehsaan karna k ab match ny khelna
apart from cricket hmay tmse pyaar hai :'d,1.0,apart from cricket hmay tmse pyaar hy :'de
"i'll say umar akmal phir kabhi na kabhi perform kerta hai,",0.0,"i'll say umar akmal phr kabhi ny kabhi perform kerta hy,"
hmmm achi baat hai,1.0,hmmm achi baat hy
retirement lo wt20 kay baad. mehrbani kero,1.0,retirement lo wt20 kay baad. meherbani kero
lala jo bhi decision lna soch smjh k lena...but hm apko action mai dekhna chahty hn bhai,0.0,lala jo bhi decision lna soch smjh k lena...but hum apko action mai dekhna chahty hy bhai
bhai ye jayasuriya ka duck ka record break krega,0.0,bhai yeh jayasuriya ka duck ka record break krega
bhai tu retire kar abhi...aise khelega to aur naam kharab ho,-1.0,bhai tu retire kr abi...aese khelega to aur naam kharab ho
lala dil se salam pak ka ap ka ly ??,1.0,lala dil se salam pak ka ap ka lye ??
shahid bhai inshallah final him dobara india she khailain gay or batayein gay k pakistan kia he or afridi kia he......,1.0,shaeed bhai inshallah final him dobara india she khailain gye aur batayein gye k pakistan kia hy aur afridi kia hy......
aisi ghatiya performance ki umeed the,-1.0,aisi ghatiya performance ki umeed thi
as its sad,-1.0,as its sad
right hand say donate karo to left hand ko pata na chalay.,-1.0,right hand say donate karo to left hand ko pata ny chalay.
ghutyaa sawal ke baad ghutyaa performance,-1.0,ghutyaa sawal ke baad ghutyaa performance
pak ka nakaam tareen besharam kuptaan,-1.0,pak ka nakaam tareen besharam kuptaan
afridi ...ab too patli gali se nikal le ...apni shakal nahen dekhana...media ko,-1.0,afridi ...ab too patli gaali se nikal lye ...apni shakal nahen dekhana...media ko
dekhawa ka temardari gunah he..,-1.0,dekhawa ka temardari gunah hy..
tuje sherem ani chahyeh .egeret ahmed shezad or umer khatmal tere chamchay hain,-1.0,tuje sherem ani chahyeh .egeret ahmed shezad aur umer khatmal tere chamchay hy
150 bacho ko uae le ja k ehsan nahi ker rehe tumye kisi ka project tha tune  bas apna nam show kia,-1.0,150 bacho ko uae lye ja k ehsan nahi kr rhy tumye kisi ka project tha tune  bas apna nam show kia
garoor ka sar neechaa...inshallah ab too retire ho jaa,-1.0,garoor ka saraha neechaa...inshallah ab too retire ho ja
"pr media acha kam kabhi nhi dekhai ga alway,s negative new,s",-1.0,"pr media acha kaam kabhi nhi dekhai ga alway,s negative new,s"
allah ap ko hamysha khush rakhy afridi ji ap jasy great log bhot kam pyda hoty han,1.0,allah ap ko hamysha khush rakhy afridi ji ap jasy great log bhot kaam pyda hotay hy
dikhlawe k liye sadqa karna haram hai,-1.0,dikhlawe k liye sadqa karna haram hy
subhan allah bhai kya bat hy,1.0,subhan allah bhai kya bat hy
mushtaq bhai shahid bhai se kahen online ayn plzzzz,0.0,mushtaq bhai shaeed bhai se kahen online ayn plzzzz
paa g jb pe curncy change e nai krwai to burger q khane chly gaye.....,-1.0,paa g jb pe curncy change e nai krwai to burger q khane chly gye.....
kbhi mujhse bhi khaen na burger ??,0.0,kbhi mujhse bhi khaen ny burger ??
hahaha??,0.0,hahaha??
mujhey bhi khilao na ayeshhhh??,0.0,mujhey bhi khilao ny ayeshhhh??
hahaha lhr ajao na sb sath mcdonald's jaen gay ?? eeeeeeeeee?? @rizvi_j,0.0,hahaha lhr ajao ny sab sath mcdonald's jaen gye ?? eeeeeeeeee?? @rizvi_j
afridi jeeeee! ayesh sb ko macdonalds ley ke jayegi! ??,0.0,afridi jeeeee! ayesh sab ko macdonalds ley ke jayegi! ??
yoooooooo!??,1.0,yoooooooo!??
woww!! lkn car apki hogii lalaa??.. bill ayeshh degiii.. aur mai burgur khaugii??????,1.0,woww!! lkn car apki hogii lalaa??.. bill ayeshh degiii.. aur mai burgur khaugii??????
hahah...exactoo..?? ap hamen pick kr ljiye ga ??,0.0,hahah...exactoo..?? ap hamen pick kr ljiye ga ??
main agay bethungi plissssss!??????,0.0,main agay bethungi plissssss!??????
naah naah plzz ?? ye zulm mat kro ??,0.0,naah naah plzz ?? yeh zulm mat kro ??
tamasha hai media tou,0.0,tamasha hy media to
lala media apki har news detey hain,0.0,lala media apki har news detey hy
"aur agr media ki baat h to, unka business nhi chalta jab tak issue na banaye, aap k waja se channel chal rhe h unke",-1.0,"aur agr media ki baat hy to, unka business nhi chalta jb tak issue ny banaye, aap k waja se channel chal rhy hy unke"
sir jahil media ka koi illaj nahee you just enjoy and all the best for the series ????,0.0,sir jahil media ka koi illaj nahee you just enjoy and all thi best for thi series ????
haha ! ?? media ko to chor hi den pagal hai ??,-1.0,haha ! ?? media ko to chor hy dain pagal hy ??
media walo ko phr moka mil gea ...ohhh allah hi media wlo ko smjha dkta h y hr kci k bs sy nahir h deeth mtii ely,0.0,media walo ko phr moka mil gea ...ohhh allah hy media wlo ko smjha dkta hy yeh hr kci k bs say nahir hy deeth mtii ely
but glad aik pakistani he pakistani ke kaam aaya,1.0,but glad aik pakistani hy pakistani ke kaam aaya
lala daikhai mai choti si pyari si behan hu apki . reply dai bhe dain??,1.0,lala daikhai mai choti se pyari se behan hu apki . reply dain bhi dain??
sachiiii . ok . motti samjh k he reply dai dain??,1.0,sachiiii . ok . motti samjh k hy reply dain dain??
lala jhoot bool rai hy,-1.0,lala jhoot bool rai hy
buhut moooothi hy ye...,-1.0,buhut moooothi hy yeh...
"lala ap fikar na kryn, hum hain na iss media k leay :d",1.0,"lala ap fikar ny kryn, hum hy ny iss media k leay :de"
lala pak media ko kuch ziada he pyar howa hy aj kal apsy lagta hy??????],1.0,lala pak media ko kuch ziada hy pyar hova hy aj kal apsy lagta hy??????]
bhaiiii ap baat bhe ni kartai hum say ab ??,-1.0,bhaiiii ap baat bhi nai kartai hum say ab ??
too insan ko khud akal honi chaye na nz ki currency pakistan se leke atte.aik app akal mand hain aur dosra wo ahmad shahzad,1.0,too insan ko khud akal honi chaye ny nz ki currency pakistan se leke atte.aik app akal mand hy aur dosra wo ahmad shahzad
koi bt nh lala g hota hai kbhi kbhi aesa media tou bss tamasha hi bnata hr cheez ka,-1.0,koi bt nh lala g hota hy kbhi kbhi aesa media to bss tamasha hy bnata hr cheez ka
lala bus achi tarha khylo aur kashmiri ko khush karoo,1.0,lala bus achi tarha khylo aur kashmiri ko khush karoo
lala media tu pagal hai notice ne lya kar ap plzz,-1.0,lala media tu pagal hy notice ny lya kr ap plzz
#shameonmedia,-1.0,#shameonmedia
lala ap ko media tu yad rha per meri request ni ??????????,0.0,lala ap ko media tu yad rha par meri request nai ??????????
or ye media walo ki nukri hi lala ki waja se chalti hai,0.0,aur yeh media walo ki nukri hy lala ki waja se chalta hy
haahahah lala mai b wohi sochrahi thi media k bary mai:-),0.0,haahahah lala mai bhi wohi sochrahi thi media k bary mai:-)
lala k pass curency nai ti nz land ki mc'donald. per fan ne di bus yehi,-1.0,lala k pass curency nai ti nz land ki mc'donald. par fan ny di bus yehe
han ywr media ko tou koi kaaam hana essy hi lagy rhty lala ki choti c bt ko breaking news bna dety -:(,0.0,hy ywr media ko to koi kaam hana essy hy lagy rhty lala ki choti se bt ko breaking news bna dety -:(
yeah tau media ne tamasha banao diya lala ka,0.0,yeah tau media ny tamasha banao diya lala ka
hahahaha ?? yes ???????? apke naam pe inki news bikti hain ????,0.0,hahahaha ?? yes ???????? apke naam pe inki news bikti hy ????
mere se bhi khay naw kbhi ??,0.0,mere se bhi khay naw kbhi ??
shahid bahi ap mere jahn ho ap mery sab sy behtreen player ho,1.0,shaeed bahi ap mere jahn ho ap mery sab say behtareen player ho
mery 5 behtreen player hain pori dunyia main,1.0,mery 5 behtareen player hy pori dunyia main
shahid bhai ap meri sari family k favourit player hain.main ap ko mare ghar ane ki daway deta hon.main mazaaq nahi kar rha main dil=l se ap ko dawat de raha hon,1.0,shaeed bhai ap meri sari family k favourit player hy.main ap ko mare ghair ane ki daway deta ho.main mazaaq nahi kr rha main dil=l se ap ko dawat dain rha ho
plzzzzzzzzzzzzzzzzz mery sath ba kary,0.0,plzzzzzzzzzzzzzzzzz mery sath ba kary
afridi bhai plzzzzzzzzzzzzz koi rpl kary me ap se mil na chahta hoon,0.0,afridi bhai plzzzzzzzzzzzzz koi rpl kary main ap se mil ny chahta hun
plzzzzzzzzzzzzzzzzzzzzz mery sub se badi khoash ap se milni ki hain,1.0,plzzzzzzzzzzzzzzzzzzzzz mery sab se badi khoash ap se milni ki hy
afridi bhai koi rpl to kary plz,0.0,afridi bhai koi rpl to kary plz
me ap se milna chahta hoon plese muje apna numb dijea me sialkot ka rehne wala hoon plz plz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz me be ap ki tar ha bana chahta hoon,0.0,main ap se milna chahta hun plese muje apna numb dijea main sialkot ka rehne wala hun plz plz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz main be ap ki tar hy bana chahta hun
shahid bhai meri sub se badi khoaish ap se milna hain,1.0,shaeed bhai meri sab se badi khoaish ap se milna hy
assalam o alaikum shahid bhai,1.0,assalam o alaikum shaeed bhai
shahid bai mai ap ko bohat mis karta hon,0.0,shaeed bai mai ap ko bohat mis krta ho
agar wo aise sub ko number dene lag pare tu log unheh bohat tang karen ge.,-1.0,agar wo aese sab ko number dene lag pare tu log unheh bohat tang karen gi.
jeeta kon?? peshawar zalmi aur islamabad ka bhi ajj match hai...,1.0,jeeta kon?? peshawar zalmi aur islamabad ka bhi ajj match hy...
karachi jeeta....zalmi ka abhi chal raha hai.,1.0,karachi jeeta....zalmi ka abi chal rha hy.
"karachi ki bowling n fielding dekh kr yhi lg rha tha k karachi hi jeety ga, dekh rhi ho app match??",1.0,"karachi ki bowling ny fielding dekh kr yehe lag rha tha k karachi hy jeety ga, dekh rhi ho app match??"
han kafi acha khela aj ka match khi ne.abhi zalmi ka dekh rahi hon.,1.0,hy kafi acha khela aj ka match khi ny.abi zalmi ka dekh rahi ho.
"hmm, batting kon kr rha hai??",0.0,"hmm, batting kon kr rha hy??"
zalmi bating kr rhe hain.,0.0,zalmi bating kr rhy hy.
out bhi ho giya :o bs jeet jaye kisi bhi terha...,0.0,out bhi ho giya :o bs jeet jaye kisi bhi terha...
"allah allah, kon out hoa hai??",-1.0,"allah allah, kon out hoa hy??"
"ya allah khair,3rd bhi out.kamran akmal.",0.0,"yeh allah khair,3rd bhi out.kamran akmal."
kr kiya rhy hain ye log????,0.0,kr kya rha hy yeh log????
yehi to masla ha kuch kr nhi rahe.,-1.0,yehe to masla hy kuch kr nhi rhy.
usman ye shahid bhai ka num ha,0.0,usman yeh shaeed bhai ka num hy
chalien ap hume tu bulaenge naw,0.0,chalien ap hume tu bulaenge naw
yaar asalme mujhe bolane ka irada tha tabhi pakka irada tha...,1.0,yaar asalme mujhe bolane ka irada tha tabhi pakka irada tha...
hmmm ziyati hai bohat,-1.0,hmmm zyadti hy bohat
chalein hum ap ko bulayenge fahag,0.0,chalein hum ap ko bulayenge fahag
haha bus yaar,0.0,haha bus yaar
ek bar tu meri ankhun sai ansun a gaye jab dheka maine kai ek borhi aurat ko 5 ka coin dai kar 10 ka note lai rahe the yeh bol kar apse ziyada mujhko zaarorat ha,-1.0,ek bar tu meri ankhun sai ansun a gye jb dheka maine kai ek borhi aurat ko 5 ka coin dain kr 10 ka note lai rhy thi yeh bol kr apse ziyada mujhko zaarorat hy
ye b hai,0.0,yeh bhi hy
lala wajiii ka wish udhaar raha ap per.. ?? ly both!:)?? goodnight!!,1.0,lala wajiii ka wish udhaar rha ap par.. ?? lye both!:)?? goodnight!!
o mera hai wo tera hi hai,0.0,o mera hy wo tera hy hy
awww tkyew bhaiya ggggg! mujhe nahi pta ta apne wish kia?? tks fr making her day super,1.0,awww tkyew bhaiya ggggg! mujhe nahi pta ta apne wish kia?? tks fr making her dain super
yrr lalaaa se bolo naa ky wo mujy b wish karain plzzzzzzzzzzzz ???? plzz lalaaa pl,1.0,yrr lalaaa se bolo naa ky wo mujy bhi wish karain plzzzzzzzzzzzz ???? plzz lalaaa pl
jis din tmhey sharam ayegi to girls ko untag kr k bakwas karna kuch to sharam karo jahil insan,-1.0,jis din tmhey sharam ayegi to girls ko untag kr k bakwas karna kuch to sharam karo jahil insan
jahilon se behas nhi karty.,-1.0,jahilon se behas nhi karty.
aray dimagh kharab kr raha hai,-1.0,aray dimagh kharab kr rha hy
but hamari qismat pata nahi kab jage gi??,-1.0,but hamari qismati pata nahi kub jage gi??
lalaaaa mujy b happy belated b'day boldain plzz.. meri b'day jan 14 ko thi,1.0,lalaaaa mujy bhi happy belated bhi'dain boldain plzz.. meri bhi'dain jaan 14 ko thi
zamana guzar gaya aap sey bat nhi hui :\ miss yuh,-1.0,zamana guzar gya aap say bat nhi hui :\ miss yuh
ye farishty ko both reply krte hein?? that's why????,0.0,yeh farishty ko both reply krte hein?? that's why????
boom boom aapka bohat big fan ho main t20 me 4 par khelo',1.0,boom boom aapka bohat big fan ho main t20 main 4 par khelo'
ala kl kya 6 lgai ap n yar love u ummmmaaaahhhh,1.0,alaw kl kya 6 lgai ap ny yar love you ummmmaaaahhhh
mjhe kyun smile nhi dete kbse kehrhi hon apko,-1.0,mujhe kyun smile nhi dete kbse kehrhi ho apko
lala mujey tow bohut time sey reply nhi mila,-1.0,lala mujey tow bohut time say reply nhi mila
ayeee allah !! ab tow mujey unlucky feel ho raha ha,-1.0,ai allah !! ab tow mujey unlucky feel ho rha hy
lala&javd bhai plz fans ko b thora time dedain:') lala thora tym fans k lye b plz:),0.0,lala&javd bhai plz fans ko bhi thora time dedain:') lala thora tym fans k lye bhi plz:)
asalam alekum baba wo lala jani sange yo plz reply roko dawora nan,1.0,asalam alekum baba wo lala jani sange yo plz reply roko dawora nan
ap dono tu mil bhi letay hen...,0.0,ap dono tu mil bhi letay hy...
mujhy reply kr den... bad mai ap 2no call py bat kr lena,0.0,mujhy reply kr dain... bad mai ap 2no call py bat kr lena
jinab e aale hm log b yha hai ;!! waiting for u. to reply us! koi irada ???,0.0,jinab e aale hum log bhi yha hy ;!! waiting for you. to reply us! koi irada ???
lala we proud of you best of luck.ao da khpl khog watan #pakistan nom rokhana ka,1.0,lala we proud of you best of luck.ao dain khpl khog watan #pakistan nom rokhana ka
ilove u hma ap par pura brosa ha ya media tu chuti chuti bat ko barha barha kar btati ha....,1.0,ilove you hma ap par pura brosa hy yeh media tu chuti chuti bat ko barha barha kr btati hy....
lala aapko allah izzat de mujhe duniya walo se koi matlab nai h,0.0,lala aapko allah izzat dain mujhe duniya walo se koi matlab nai hy
ap ne acha kya inhen kisi cheez ki koi tameez hi nhi pata nhi khud ko kya samjhte hn aik camera utha k. shame journalists.,-1.0,ap ny acha kya inhen kisi cheez ki koi tameez hy nhi pata nhi khud ko kya samjhte hy aik camera utha k. shame journalists.
damakh kharb honry  mera us sahafi  py,-1.0,damakh kharb honry  mera us sahafi  py
us sahafi k b maaaaaaaaaaaaaaa k aaankh ?????????????????????????? jo. esa sawal puchaaaaaaa,-1.0,us sahafi k bhi maaaaaaaaaaaaaaa k aaankh ?????????????????????????? jo. esa sawal puchaaaaaaa
sub sala apna apna number bharaaaaaaaaaaaaaaaarey ??,0.0,sab sala apna apna number bharaaaaaaaaaaaaaaaarey ??
media walo k maaaa k aankh,-1.0,media walo k maaaa k aankh
please sir kabi kabi urdo mein be message karo,0.0,please sir kabi kabi urdo main be message karo
lala ap pakistan ke hero hain. ap ise bull shit media ke agey na jhokna,0.0,lala ap pakistan ke hero hy. ap ise bull shit media ke agey ny jhokna
sahe kaha lala apni aisa he kehna chahye media ko,1.0,sahe kaha lala apni aisa hy kehna chahye media ko
ala mgr eek baat kaho !?? aap ka keyboard bht teez chalta hai ?? aap k bat ke tarah,1.0,alaw mgr eek baat kaho !?? aap ka keyboard bht teez chalta hy ?? aap k bat ke tarah
mushkilain tw ayegi zid pe tm array raho juro gy tw jan0gy,-1.0,mushkilain tw ayegi zid pe tm array raho juro gye tw jan0gy
bhai ap ny kuch ghlat ni kaha koi kitna bardasht kr sakta h..?,1.0,bhai ap ny kuch ghalat nai kaha koi kitna bardasht kr sakta hy..?
